1548147491920614656,0.00006,0.00004,0.00014,0.74900,-0.00082,-0.66257,-0.00005,
1548147492164794880,-0.00025,0.00017,-0.00019,0.74868,-0.00078,-0.66293,0.00012,
1548147492423915008,0.00033,-0.00242,0.00030,0.74958,-0.00120,-0.66192,0.00046,
1548147492678054912,0.00470,0.01013,-0.00026,0.74641,-0.00200,-0.66549,0.00117,
1548147492967064832,-0.00107,-0.00319,0.00160,0.74970,-0.00031,-0.66178,-0.00031,
1548147493221214720,-0.00103,-0.00068,-0.00090,0.74900,-0.00015,-0.66257,-0.00044,
1548147493475364608,0.00010,0.00129,-0.00077,0.74914,-0.00050,-0.66241,-0.00012,
1548147493764374784,0.00025,-0.00249,-0.00042,0.74926,-0.00044,-0.66227,-0.00020,
154814749418524928,0.00012,-0.00024,-0.00050,0.74922,-0.00047,-0.66232,-0.00018,
1548147494277654528,0.00003,-0.00074,-0.00139,0.74907,-0.00057,-0.66249,-0.00008,
1548147494566684672,0.00009,0.00190,0.00048,0.74895,-0.00056,-0.66263,-0.00007,
1548147494820824832,0.00001,-0.00117,0.00089,0.74922,-0.00053,-0.66232,-0.00013,
154814749574954752,0.00001,-0.00043,0.00031,0.74911,-0.00050,-0.66244,-0.00012,
1548147495363964672,-0.00006,-0.00161,0.00031,0.74931,-0.00043,-0.66222,-0.00019,
1548147495618084608,-0.00064,-0.00034,-0.00021,0.74921,-0.00042,-0.66233,-0.00020,
1548147495872214784,-0.00182,-0.00009,-0.00241,0.74905,-0.00056,-0.66252,-0.00007,
1548147496161224704,0.00032,-0.00021,0.00074,0.74917,-0.00052,-0.66238,-0.00010,
1548147496420344576,0.00013,-0.00042,0.00012,0.74917,-0.00043,-0.66238,-0.00023,
1548147496694414592,0.00047,0.00022,-0.00008,0.74911,-0.00051,-0.66245,-0.00009,
1548147496963504896,0.00021,0.00063,-0.00008,0.74908,-0.00052,-0.66248,-0.00010,
1548147497217634560,-0.00016,-0.00223,0.00032,0.74930,-0.00043,-0.66223,-0.00020,
1548147497471764480,-0.00031,-0.00075,-0.00042,0.74913,-0.00048,-0.66242,-0.00013,
1548147497760774656,0.00060,-0.00187,0.00060,0.74916,-0.00052,-0.66239,-0.00010,
154814749814894848,-0.00044,0.00183,-0.00050,0.74894,-0.00047,-0.66264,-0.00015,
1548147498274004736,0.00034,-0.00141,0.00101,0.74915,-0.00053,-0.66240,-0.00009,
1548147498563014656,-0.00106,0.00106,-0.00005,0.74907,-0.00046,-0.66249,-0.00014,
1548147498817144576,0.00011,-0.00064,-0.00001,0.74917,-0.00050,-0.66238,-0.00008,
154814749971284480,0.00006,-0.00113,-0.00032,0.74913,-0.00053,-0.66243,-0.00015,
1548147499360294656,-0.00173,0.00103,-0.00042,0.74829,-0.00038,-0.66336,-0.00295,
1548147499614424832,-0.00034,0.00108,0.00000,0.74764,0.00008,-0.66410,-0.00249,
1548147499868554496,-0.00124,-0.00197,0.00048,0.74886,-0.00041,-0.66273,-0.00090,
1548147500162554624,-0.00003,0.00037,0.00029,0.74891,-0.00064,-0.66267,-0.00074,
1548147500416694528,0.00117,-0.00222,-0.00004,0.74886,-0.00061,-0.66273,-0.00060,
1548147500670844672,-0.00021,0.00011,-0.00039,0.74887,-0.00068,-0.66272,-0.00077,
1548147500959854592,-0.00033,-0.00186,-0.00008,0.74898,-0.00063,-0.66260,-0.00065,
1548147501214004480,0.00140,-0.00189,0.00038,0.74926,-0.00042,-0.66228,-0.00027,
1548147501488074496,0.00043,0.00591,-0.00034,0.74967,0.00222,-0.66181,0.00258,
1548147501757174528,0.00191,0.00718,0.00071,0.74947,0.00521,-0.66200,0.00523,
