1548147257862590720,0.00004,0.00015,0.00003,0.74827,-0.00249,-0.66339,0.00006,
1548147258151610624,0.02587,0.04808,-0.00903,0.73704,-0.00352,-0.67584,0.00111,
1548147258405730816,0.00012,-0.00045,0.00010,0.74912,-0.00212,-0.66244,-0.00010,
1548147258674780672,0.00008,-0.00292,-0.00110,0.74836,-0.00222,-0.66329,-0.00009,
1548147258948850688,0.00268,0.00054,-0.00199,0.74792,-0.00276,-0.66378,0.00046,
1548147259207930880,-0.00022,0.00170,0.00016,0.74793,-0.00214,-0.66377,-0.00011,
1548147259462050560,0.00027,0.00044,0.00026,0.74873,-0.00241,-0.66287,0.00015,
1548147259751030784,0.00026,-0.00071,0.00042,0.74882,-0.00224,-0.66277,0.00001,
15481472605160448,0.00057,-0.00156,-0.00149,0.74887,-0.00233,-0.66272,0.00007,
1548147260279210496,0.00038,-0.00147,-0.00122,0.74863,-0.00225,-0.66298,-0.00001,
1548147260548270592,-0.00009,-0.00106,-0.00039,0.74892,-0.00231,-0.66266,0.00006,
1548147260757530624,0.00014,0.00101,0.00025,0.74861,-0.00225,-0.66300,0.00000,
154814726151500544,0.00137,-0.00276,0.00021,0.74910,-0.00244,-0.66246,0.00016,
1548147261305610752,0.00001,-0.00064,-0.00061,0.74880,-0.00226,-0.66279,0.00002,
1548147261559730432,-0.00021,-0.00021,-0.00069,0.74875,-0.00225,-0.66285,0.00001,
1548147261848730624,-0.00005,-0.00001,0.00001,0.74872,-0.00224,-0.66288,-0.00001,
1548147262102840576,-0.00002,0.00011,-0.00000,0.74873,-0.00223,-0.66287,-0.00005,
1548147262356960512,0.00045,-0.00059,-0.00014,0.74882,-0.00230,-0.66277,0.00005,
1548147262645960448,0.00003,0.00013,0.00010,0.74878,-0.00227,-0.66282,0.00001,
1548147262905060608,-0.00011,0.00072,0.00005,0.74869,-0.00226,-0.66292,0.00003,
1548147263179110400,0.00023,-0.00053,0.00017,0.74875,-0.00266,-0.66284,0.00004,
1548147263423260672,0.00204,0.00053,0.00034,0.74852,-0.00234,-0.66311,0.00008,
1548147263697310720,-0.00051,0.00548,-0.00188,0.74864,-0.00222,-0.66298,-0.00000,
1548147263951430656,0.00021,0.00024,-0.00016,0.74890,-0.00234,-0.66268,0.00016,
1548147264220500480,0.00122,0.00571,0.00145,0.74979,-0.00099,-0.66167,0.00230,
1548147264494550528,-0.00029,0.06167,0.00561,0.74887,-0.00350,-0.66271,0.00126,
1548147264753650688,-0.00177,0.14043,0.02104,0.74865,-0.00437,-0.66295,0.00052,
154814726512750592,0.00243,0.23305,0.02442,0.75067,-0.00435,-0.66066,0.00195,
1548147265296770560,-0.00457,0.53057,0.05682,0.74707,-0.00214,-0.66474,0.00192,
1548147265550890496,-0.00320,0.31578,0.04290,0.74305,-0.00006,-0.66923,0.00215,
1548147265805000448,-0.00873,0.55010,0.07852,0.73691,0.00008,-0.67599,0.00085,
154814726694000640,-0.01466,0.77260,0.11811,0.73126,0.00065,-0.68209,0.00091,
1548147266348120576,-0.00965,0.93525,0.16636,0.72824,0.00153,-0.68532,0.00233,
1548147266632130560,-0.00498,0.94544,0.17953,0.72093,0.00302,-0.69300,0.00076,
1548147266896220416,0.00211,0.74642,0.14892,0.71224,0.00414,-0.70192,0.00168,
1548147267150340608,-0.00225,1.07214,0.20594,0.71684,0.00449,-0.69722,0.00165,
1548147267404470528,-0.00589,1.28987,0.23115,0.71849,0.00557,-0.69551,0.00219,
1548147267693480448,-0.00921,1.30868,0.23415,0.71641,0.00683,-0.69764,0.00127,
1548147267947600384,-0.00760,1.29871,0.23943,0.71782,0.00732,-0.69619,0.00182,
1548147268201710336,-0.00714,1.21134,0.22534,0.72234,0.00637,-0.69151,0.00332,
1548147268495690496,-0.01224,1.52712,0.27875,0.71756,0.00587,-0.69647,0.00320,
1548147268749810432,-0.01471,1.60192,0.28709,0.70667,0.00591,-0.70751,0.00250,
154814726918890496,-0.01054,1.52250,0.27955,0.70083,0.00577,-0.71331,0.00216,
1548147269292920320,-0.01069,1.50985,0.27692,0.69950,0.00741,-0.71458,0.00460,
1548147269547050496,-0.00111,1.62488,0.30535,0.70057,0.00739,-0.71354,0.00373,
